repeat,scenario,policy,parents,successRate,latencyP95,workerSecondsPerParent,orphanSecondsPerParent,orphanShare,maxQueue
18,bursty,cooperative_250ms,377,0.5172413793103449,5.868691124012315,14.975524574868658,0.2901434352034037,0.01937450896981005,78
18,no_timeout_control,no_cancel,417,1,14.359463724247064,16.7076838644305,0,0,109
18,no_timeout_control,queued_only,417,1,14.359463724247064,16.7076838644305,0,0,109
18,no_timeout_control,cooperative_1000ms,417,1,14.359463724247064,16.7076838644305,0,0,109
18,no_timeout_control,cooperative_250ms,417,1,14.359463724247064,16.7076838644305,0,0,109
19,steady,no_cancel,444,0.4166666666666667,5.8680511942421845,16.963603833238853,3.0038530682631333,0.17707635109806785,82
19,steady,queued_only,444,0.42792792792792794,5.8680511942421845,16.79964314636547,2.394599879689191,0.1425387348306415,74
19,steady,cooperative_1000ms,444,0.5067567567567568,5.84806964449939,16.133331742889084,0.6381365871262383,0.0395539245889184,55
19,steady,cooperative_250ms,444,0.5585585585585585,5.898877343060917,15.864942748228719,0.16746339761044526,0.010555562681065592,50
19,bursty,no_cancel,381,0.36220472440944884,5.870599910917306,16.95362298308978,5.546030490472762,0.3271295165643706,116
19,bursty,queued_only,381,0.4068241469816273,5.870599910917306,15.677811734885431,3.047026069215774,0.19435276559902134,103
19,bursty,cooperative_1000ms,381,0.4409448818897638,5.870599910917306,14.876225678205897,1.3067741616537802,0.08784312566380614,95
19,bursty,cooperative_250ms,381,0.4435695538057743,5.633590999619702,14.574645899915174,0.3664722006149596,0.025144501151626093,92
19,no_timeout_control,no_cancel,426,1,10.216989376985623,16.670521448944537,0,0,43
19,no_timeout_control,queued_only,426,1,10.216989376985623,16.670521448944537,0,0,43
19,no_timeout_control,cooperative_1000ms,426,1,10.216989376985623,16.670521448944537,0,0,43
19,no_timeout_control,cooperative_250ms,426,1,10.216989376985623,16.670521448944537,0,0,43
20,steady,no_cancel,457,0.4135667396061269,5.806157475472077,16.491937294359264,5.2620851472596115,0.31907016461064297,165
20,steady,queued_only,457,0.42669584245076586,5.814319243346603,15.862263277162057,2.6413065663371387,0.166515113271383,86
20,steady,cooperative_1000ms,457,0.48577680525164113,5.802431359465956,15.39698275712271,0.8914221504462283,0.05789589846970846,70
20,steady,cooperative_250ms,457,0.5054704595185996,5.823751464620628,15.16926629302518,0.2166183058643079,0.014280077999811295,55
20,bursty,no_cancel,357,0.3753501400560224,5.926279416892555,16.503370183552093,4.95008835294939,0.2999440900794216,97
20,bursty,queued_only,357,0.4061624649859944,5.856279947717212,15.711383331276139,3.152303671529623,0.20063820002751984,83
20,bursty,cooperative_1000ms,357,0.4341736694677871,5.926279416892555,14.892190617097931,1.2165014226281083,0.08168720465016249,80
20,bursty,cooperative_250ms,357,0.4649859943977591,5.926078586144541,14.570545620892858,0.3098192209425806,0.02126339184569228,74
20,no_timeout_control,no_cancel,490,1,16.602915758771644,16.74941130055297,0,0,121
20,no_timeout_control,queued_only,490,1,16.602915758771644,16.74941130055297,0,0,121
20,no_timeout_control,cooperative_1000ms,490,1,16.602915758771644,16.74941130055297,0,0,121
20,no_timeout_control,cooperative_250ms,490,1,16.602915758771644,16.74941130055297,0,0,121
